edition,source,column_year,jurisdiction,side,instrument,value_usd_bn,unit_published,note
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Developing Africa and the Middle East,short,total,-0.054,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Developing Africa and the Middle East,short,equities,-0.116,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Developing Africa and the Middle East,short,equities,-0.029,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Developing Africa and the Middle East,short,st_debt,-0.282,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Developing Africa and the Middle East,short,st_debt,-0.024,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Developing Africa and the Middle East,short,lt_debt,-0.028,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Developing Africa and the Middle East,short,lt_debt,-0.001,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Developing Europe,short,total,-0.179,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Developing Europe,short,total,-0.361,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Developing Europe,short,st_debt,-0.082,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Developing Europe,short,lt_debt,-0.179,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Developing Europe,short,lt_debt,-0.279,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Other Offshore Centres,short,total,-0.1,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Other Offshore Centres,short,total,-0.204,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Other Offshore Centres,short,equities,-0.09,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Other Offshore Centres,short,equities,-0.195,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Other Offshore Centres,short,st_debt,-0.008,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Other Offshore Centres,short,st_debt,-0.009,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Other Offshore Centres,short,lt_debt,-0.002,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Total,short,total,-529.46,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Total,short,total,-558.798,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Total,short,equities,-45.061,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Total,short,equities,-44.293,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Total,short,st_debt,-212.135,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Total,short,st_debt,-165.289,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2023,Total,short,lt_debt,-272.264,US$ m,
ISD 2023,ISD 2023 Infogram https://e.infogram.com/1733fec4-2e19-4caf-894b-9c1847e2a9a4?src=embed,2022,Total,short,lt_debt,-349.216,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,United States,long,total,5828.881,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,United States,long,total,3858.738,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,United States,long,equities,2447.014,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,United States,long,equities,1463.732,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,United States,long,master_funds,474.674,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,United States,long,master_funds,477.277,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,United States,long,st_debt,273.771,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,United States,long,st_debt,159.397,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,United States,long,lt_debt,2633.421,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,United States,long,lt_debt,1758.332,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Cayman Islands,long,total,2336.353,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Cayman Islands,long,total,2130.412,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Cayman Islands,long,equities,434.902,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Cayman Islands,long,equities,427.769,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Cayman Islands,long,master_funds,1854.695,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Cayman Islands,long,master_funds,1656.414,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Cayman Islands,long,st_debt,0.822,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Cayman Islands,long,st_debt,1.68,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Cayman Islands,long,lt_debt,45.934,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Cayman Islands,long,lt_debt,44.549,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,China,long,total,286.998,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,China,long,total,306.549,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,China,long,equities,262.197,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,China,long,equities,280.599,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,China,long,master_funds,3.291,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,China,long,master_funds,3.58,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,China,long,st_debt,3.712,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,China,long,st_debt,3.001,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,China,long,lt_debt,17.798,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,China,long,lt_debt,19.368,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Other Developed Countries,long,total,512.16,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Other Developed Countries,long,total,289.638,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Other Developed Countries,long,equities,145.517,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Other Developed Countries,long,equities,143.301,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Other Developed Countries,long,master_funds,46.415,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Other Developed Countries,long,master_funds,41.078,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Other Developed Countries,long,st_debt,20.285,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Other Developed Countries,long,st_debt,17.742,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Other Developed Countries,long,lt_debt,299.943,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Other Developed Countries,long,lt_debt,87.516,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,United Kingdom,long,total,733.435,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,United Kingdom,long,total,217.148,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,United Kingdom,long,equities,479.23,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,United Kingdom,long,equities,130.042,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,United Kingdom,long,master_funds,4.45,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,United Kingdom,long,master_funds,4.004,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,United Kingdom,long,st_debt,11.906,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,United Kingdom,long,st_debt,9.617,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,United Kingdom,long,lt_debt,237.849,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,United Kingdom,long,lt_debt,73.484,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Japan,long,total,299.115,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Japan,long,total,207.72,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Japan,long,equities,114.341,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Japan,long,equities,82.068,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Japan,long,master_funds,8.773,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Japan,long,master_funds,1.051,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Japan,long,st_debt,47.029,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Japan,long,st_debt,88.771,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Japan,long,lt_debt,128.972,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Japan,long,lt_debt,35.829,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Other Offshore Centres,long,total,169.409,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Other Offshore Centres,long,total,140.727,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Other Offshore Centres,long,equities,119.641,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Other Offshore Centres,long,equities,96.099,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Other Offshore Centres,long,master_funds,30.482,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Other Offshore Centres,long,master_funds,26.959,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Other Offshore Centres,long,st_debt,2.211,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Other Offshore Centres,long,st_debt,2.039,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Other Offshore Centres,long,lt_debt,17.075,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Other Offshore Centres,long,lt_debt,15.63,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Canada,long,total,146.52,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Canada,long,total,100.559,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Canada,long,equities,59.84,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Canada,long,equities,65.652,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Canada,long,master_funds,1.01,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Canada,long,master_funds,0.916,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Canada,long,st_debt,9.15,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Canada,long,st_debt,8.696,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Canada,long,lt_debt,76.52,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Canada,long,lt_debt,25.294,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Developing Asia and the Pacific,long,total,82.982,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Developing Asia and the Pacific,long,total,92.856,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Developing Asia and the Pacific,long,equities,75.628,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Developing Asia and the Pacific,long,equities,84.142,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Developing Asia and the Pacific,long,master_funds,0.107,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Developing Asia and the Pacific,long,master_funds,0.441,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Developing Asia and the Pacific,long,st_debt,0.074,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Developing Asia and the Pacific,long,st_debt,0.269,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Developing Asia and the Pacific,long,lt_debt,7.173,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Developing Asia and the Pacific,long,lt_debt,8.003,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,France,long,total,177.986,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,France,long,total,82.984,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,France,long,equities,42.586,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,France,long,equities,33.629,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,France,long,master_funds,0.143,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,France,long,master_funds,0.117,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,France,long,st_debt,7.808,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,France,long,st_debt,16.136,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,France,long,lt_debt,127.449,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,France,long,lt_debt,33.103,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Germany,long,total,158.955,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Germany,long,total,81.714,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Germany,long,equities,36.383,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Germany,long,equities,34.91,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Germany,long,master_funds,0.013,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Germany,long,master_funds,0.011,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Germany,long,st_debt,9.303,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Germany,long,st_debt,22.923,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Germany,long,lt_debt,113.255,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Germany,long,lt_debt,23.87,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Ireland,long,total,89.235,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Ireland,long,total,72.701,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Ireland,long,equities,40.459,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Ireland,long,equities,27.786,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Ireland,long,master_funds,23.096,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Ireland,long,master_funds,21.79,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Ireland,long,st_debt,1.143,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Ireland,long,st_debt,1.113,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Ireland,long,lt_debt,24.536,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Ireland,long,lt_debt,22.012,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Netherlands,long,total,77.128,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Netherlands,long,total,68.191,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Netherlands,long,equities,47.229,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Netherlands,long,equities,41.987,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Netherlands,long,master_funds,5.073,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Netherlands,long,master_funds,3.786,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Netherlands,long,st_debt,0.076,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Netherlands,long,st_debt,0.045,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2024,Netherlands,long,lt_debt,24.751,US$ m,
ISD 2024,ISD 2024 Infogram https://e.infogram.com/fdff7aa9-ce5f-4a0d-9716-60efdd53afeb?src=embed,2023,Netherlands,long,lt_debt,22.373,US$ m,
