edition,source,column_year,jurisdiction,side,instrument,value_usd_bn,unit_published,note
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Developing Europe,long,master_funds,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Developing Europe,long,master_funds,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Developing Europe,long,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Developing Europe,long,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Developing Europe,long,lt_debt,5.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Developing Europe,long,lt_debt,4.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Developing Africa and the Middle East,long,total,9.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Developing Africa and the Middle East,long,total,3.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Developing Africa and the Middle East,long,equities,3.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Developing Africa and the Middle East,long,equities,3.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Developing Africa and the Middle East,long,master_funds,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Developing Africa and the Middle East,long,master_funds,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Developing Africa and the Middle East,long,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Developing Africa and the Middle East,long,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Developing Africa and the Middle East,long,lt_debt,6.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Developing Africa and the Middle East,long,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Total,long,total,3061.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Total,long,total,2779.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Total,long,equities,813.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Total,long,equities,594.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Total,long,master_funds,1267.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Total,long,master_funds,1150.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Total,long,st_debt,180.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Total,long,st_debt,148.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2017,Total,long,lt_debt,801.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.10 Fig.9,2016,Total,long,lt_debt,887.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Germany,short,total,-105.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Germany,short,total,-117.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Germany,short,equities,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Germany,short,equities,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Germany,short,st_debt,-3.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Germany,short,st_debt,-13.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Germany,short,lt_debt,-101.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Germany,short,lt_debt,-103.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,United States,short,total,-67.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,United States,short,total,-114.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,United States,short,equities,-13.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,United States,short,equities,-18.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,United States,short,st_debt,-48.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,United States,short,st_debt,-53.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,United States,short,lt_debt,-6.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,United States,short,lt_debt,-43.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,France,short,total,-51.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,France,short,total,-45.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,France,short,equities,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,France,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,France,short,st_debt,-5.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,France,short,st_debt,-7.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,France,short,lt_debt,-45.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,France,short,lt_debt,-38.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,United Kingdom,short,total,-37.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,United Kingdom,short,total,-48.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,United Kingdom,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,United Kingdom,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,United Kingdom,short,st_debt,-5.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,United Kingdom,short,st_debt,-12.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,United Kingdom,short,lt_debt,-32.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,United Kingdom,short,lt_debt,-36.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,China,short,total,-8.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,China,short,total,-5.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,China,short,equities,-8.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,China,short,equities,-5.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,China,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,China,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,China,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,China,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Netherlands,short,total,-6.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Netherlands,short,total,-5.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Netherlands,short,equities,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Netherlands,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Netherlands,short,st_debt,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Netherlands,short,st_debt,-3.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Netherlands,short,lt_debt,-4.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Netherlands,short,lt_debt,-2.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Canada,short,total,-6.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Canada,short,total,-9.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Canada,short,equities,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Canada,short,equities,-2.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Canada,short,st_debt,-2.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Canada,short,st_debt,-2.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Canada,short,lt_debt,-3.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Canada,short,lt_debt,-5.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Japan,short,total,-5.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Japan,short,total,-18.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Japan,short,equities,-2.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Japan,short,equities,-2.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Japan,short,st_debt,-2.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Japan,short,st_debt,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Japan,short,lt_debt,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Japan,short,lt_debt,-15.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Denmark,short,total,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Denmark,short,total,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Denmark,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Denmark,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Denmark,short,st_debt,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Denmark,short,st_debt,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Denmark,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Denmark,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Sweden,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Sweden,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Sweden,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Sweden,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Sweden,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Sweden,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Sweden,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Sweden,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Hong Kong,short,total,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Hong Kong,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Hong Kong,short,equities,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Hong Kong,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Hong Kong,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Hong Kong,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Hong Kong,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Hong Kong,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Cayman Islands,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Cayman Islands,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Cayman Islands,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Cayman Islands,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Cayman Islands,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Cayman Islands,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Cayman Islands,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Cayman Islands,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,British Virgin Islands,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,British Virgin Islands,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,British Virgin Islands,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,British Virgin Islands,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,British Virgin Islands,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,British Virgin Islands,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,British Virgin Islands,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,British Virgin Islands,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Curacao,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Curacao,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Curacao,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Curacao,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Curacao,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Curacao,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Curacao,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Curacao,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Ireland,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Ireland,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Ireland,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Ireland,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Ireland,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Ireland,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Ireland,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Ireland,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Other Developed Countries,short,total,-24.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Other Developed Countries,short,total,-16.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Other Developed Countries,short,equities,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Other Developed Countries,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Other Developed Countries,short,st_debt,-8.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Other Developed Countries,short,st_debt,-16.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Other Developed Countries,short,lt_debt,-15.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Other Developed Countries,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Developing Latin America and the Caribbean,short,total,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Developing Latin America and the Caribbean,short,total,-2.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Developing Latin America and the Caribbean,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Developing Latin America and the Caribbean,short,equities,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Developing Latin America and the Caribbean,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Developing Latin America and the Caribbean,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Developing Latin America and the Caribbean,short,lt_debt,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Developing Latin America and the Caribbean,short,lt_debt,-1.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Developing Africa and the Middle East,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Developing Africa and the Middle East,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Developing Africa and the Middle East,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Developing Africa and the Middle East,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Developing Africa and the Middle East,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Developing Africa and the Middle East,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Developing Africa and the Middle East,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Developing Africa and the Middle East,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Other Offshore Centres,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Other Offshore Centres,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Other Offshore Centres,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Other Offshore Centres,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Other Offshore Centres,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Other Offshore Centres,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Other Offshore Centres,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Other Offshore Centres,short,lt_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Developing Asia and the Pacific,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Developing Asia and the Pacific,short,total,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Developing Asia and the Pacific,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Developing Asia and the Pacific,short,equities,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Developing Asia and the Pacific,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2016,Developing Asia and the Pacific,short,st_debt,0.0,US$ bn,
ISD 2017,ISD 2017 PDF InvestmentsStatisti_1546272735.pdf p.11 Fig.9(b),2017,Developing Asia and the Pacific,short,lt_debt,0.0,US$ bn,
